symbol,date,price
ISE(TL),23-Feb-10,-0.02262045
ISE(TL),24-Feb-10,-0.03476938
ISE(TL),25-Feb-10,-0.018702566
ISE(TL),26-Feb-10,0.019627036
ISE(TL),1-Mar-10,0.029306318
ISE(TL),2-Mar-10,0.005696108
ISE(TL),3-Mar-10,0.00432159
ISE(TL),4-Mar-10,-0.005009524
ISE(TL),5-Mar-10,0.022773381
ISE(TL),8-Mar-10,0.01266815
ISE(TL),9-Mar-10,-0.006335257
ISE(TL),10-Mar-10,-0.003915514
ISE(TL),11-Mar-10,-0.007161671
ISE(TL),12-Mar-10,-0.002744684
ISE(TL),15-Mar-10,-0.005021298
ISE(TL),16-Mar-10,0.023990399
ISE(TL),17-Mar-10,0.019908239
ISE(TL),18-Mar-10,-0.014267377
ISE(TL),19-Mar-10,-0.00182161
ISE(TL),22-Mar-10,0.008486639
ISE(TL),23-Mar-10,0.008486611
ISE(TL),24-Mar-10,0.014337851
ISE(TL),25-Mar-10,0.034020727
ISE(TL),26-Mar-10,-0.007637163
ISE(TL),29-Mar-10,0.0010159
ISE(TL),30-Mar-10,0.001520156
ISE(TL),31-Mar-10,-0.00381384
ISE(TL),1-Apr-10,0.020479928
ISE(TL),2-Apr-10,0.006075096
ISE(TL),5-Apr-10,0.010027432
ISE(TL),6-Apr-10,-0.004077191
ISE(TL),7-Apr-10,0.004087933
ISE(TL),8-Apr-10,-0.003990517
ISE(TL),9-Apr-10,0.013150996
ISE(TL),12-Apr-10,-0.006163386
ISE(TL),13-Apr-10,-0.01276782
ISE(TL),14-Apr-10,0.021378817
ISE(TL),15-Apr-10,-0.004650074
ISE(TL),16-Apr-10,-0.014181169
ISE(TL),19-Apr-10,-0.001211584
ISE(TL),20-Apr-10,0.012526916
ISE(TL),21-Apr-10,-0.00741867
ISE(TL),22-Apr-10,-0.001926377
ISE(TL),26-Apr-10,0.012008849
ISE(TL),27-Apr-10,-0.014084423
ISE(TL),28-Apr-10,-0.004895555
ISE(TL),29-Apr-10,0.013199043
ISE(TL),30-Apr-10,0.004356217
ISE(TL),3-May-10,-0.009524497
ISE(TL),4-May-10,-0.018303062
ISE(TL),5-May-10,-0.015818452
ISE(TL),6-May-10,-0.012077182
ISE(TL),7-May-10,-0.056752612
ISE(TL),10-May-10,0.068951684
ISE(TL),11-May-10,0.000243026
ISE(TL),12-May-10,0.02647418
ISE(TL),13-May-10,-0.000807723
ISE(TL),14-May-10,-0.038389961
ISE(TL),17-May-10,0.005780967
ISE(TL),18-May-10,0.016049266
ISE(TL),20-May-10,-0.045388971
ISE(TL),21-May-10,-0.006232065
ISE(TL),24-May-10,0.008218708
ISE(TL),25-May-10,-0.043092096
ISE(TL),26-May-10,0.034723686
ISE(TL),27-May-10,0.007264208
ISE(TL),28-May-10,0.013409826
ISE(TL),31-May-10,-0.015485635
ISE(TL),1-Jun-10,0.00138582
ISE(TL),2-Jun-10,0.013716279
ISE(TL),3-Jun-10,0.003520353
ISE(TL),4-Jun-10,-0.014439062
ISE(TL),7-Jun-10,-0.005624349
ISE(TL),8-Jun-10,-0.011897225
ISE(TL),9-Jun-10,0.011865737
ISE(TL),10-Jun-10,0.010203012
ISE(TL),11-Jun-10,0.004905756
ISE(TL),14-Jun-10,0.01005563
ISE(TL),15-Jun-10,0.013067872
ISE(TL),16-Jun-10,-0.000326348
ISE(TL),17-Jun-10,0.008616579
ISE(TL),18-Jun-10,0.00251849
ISE(TL),21-Jun-10,0.004246468
ISE(TL),22-Jun-10,-0.004728047
ISE(TL),23-Jun-10,-0.019495737
ISE(TL),24-Jun-10,0.000166157
ISE(TL),25-Jun-10,-0.000920201
ISE(TL),28-Jun-10,0.010131759
ISE(TL),29-Jun-10,-0.021815769
ISE(TL),30-Jun-10,-0.006830443
ISE(TL),1-Jul-10,-0.005580513
ISE(TL),2-Jul-10,0.020009067
ISE(TL),5-Jul-10,0.001419823
ISE(TL),6-Jul-10,0.019062249
ISE(TL),7-Jul-10,0.000190164
ISE(TL),8-Jul-10,0.009585147
ISE(TL),9-Jul-10,-0.003400806
ISE(TL),12-Jul-10,0.007303681
ISE(TL),13-Jul-10,0.012237341
ISE(TL),14-Jul-10,0.000388746
ISE(TL),15-Jul-10,-0.010542271
ISE(TL),16-Jul-10,0.000683248
ISE(TL),19-Jul-10,0.006648115
ISE(TL),20-Jul-10,0.001949078
ISE(TL),21-Jul-10,0.021523653
ISE(TL),22-Jul-10,0.007114932
ISE(TL),23-Jul-10,-0.010400281
ISE(TL),26-Jul-10,0.003504
ISE(TL),27-Jul-10,0.013706542
ISE(TL),28-Jul-10,0.001248869
ISE(TL),29-Jul-10,0.005496886
ISE(TL),30-Jul-10,-0.014436418
ISE(TL),2-Aug-10,0.013711065
ISE(TL),3-Aug-10,-0.010180284
ISE(TL),4-Aug-10,-0.003298125
ISE(TL),5-Aug-10,-0.004645658
ISE(TL),6-Aug-10,0.002511476
ISE(TL),9-Aug-10,0.002217177
ISE(TL),10-Aug-10,-0.012028845
ISE(TL),11-Aug-10,-0.017302052
ISE(TL),12-Aug-10,0.003930899
ISE(TL),13-Aug-10,0.001645509
ISE(TL),16-Aug-10,0.005847453
ISE(TL),17-Aug-10,0.01082305
ISE(TL),18-Aug-10,-0.000327821
ISE(TL),19-Aug-10,-0.010043636
ISE(TL),20-Aug-10,-0.001691507
ISE(TL),23-Aug-10,0.002389147
ISE(TL),24-Aug-10,-0.004548585
ISE(TL),25-Aug-10,-0.0057746
ISE(TL),26-Aug-10,0.013165613
ISE(TL),27-Aug-10,0.004862007
ISE(TL),31-Aug-10,0.010504082
ISE(TL),1-Sep-10,0.011817165
ISE(TL),2-Sep-10,0.002965501
ISE(TL),3-Sep-10,0.002184557
ISE(TL),6-Sep-10,0.00167273
ISE(TL),7-Sep-10,-0.005813995
ISE(TL),8-Sep-10,-0.002285365
ISE(TL),13-Sep-10,0.026892714
ISE(TL),14-Sep-10,0.003509248
ISE(TL),15-Sep-10,0.014597561
ISE(TL),16-Sep-10,0.00527176
ISE(TL),17-Sep-10,0.002025474
ISE(TL),20-Sep-10,0.006672435
ISE(TL),21-Sep-10,-0.002567317
ISE(TL),22-Sep-10,0.005511668
ISE(TL),23-Sep-10,-0.004453821
ISE(TL),24-Sep-10,0.000761169
ISE(TL),27-Sep-10,0.005987659
ISE(TL),28-Sep-10,0.014784496
ISE(TL),29-Sep-10,-0.000587001
ISE(TL),30-Sep-10,0.003395986
ISE(TL),1-Oct-10,-0.013648916
ISE(TL),4-Oct-10,0.008169493
ISE(TL),5-Oct-10,0.013186098
ISE(TL),6-Oct-10,0.008959157
ISE(TL),7-Oct-10,-0.001807411
ISE(TL),8-Oct-10,0.006841092
ISE(TL),11-Oct-10,0.026176163
ISE(TL),12-Oct-10,0.009736797
ISE(TL),13-Oct-10,0.007033826
ISE(TL),14-Oct-10,-0.013504077
ISE(TL),15-Oct-10,0.012567728
ISE(TL),18-Oct-10,0.005076448
ISE(TL),19-Oct-10,-0.008827632
ISE(TL),20-Oct-10,-0.006813227
ISE(TL),21-Oct-10,0.015531853
ISE(TL),22-Oct-10,0.00786829
ISE(TL),25-Oct-10,-0.001169304
ISE(TL),26-Oct-10,-0.002500309
ISE(TL),27-Oct-10,-0.030981288
ISE(TL),1-Nov-10,0.007058143
ISE(TL),2-Nov-10,-0.008025245
ISE(TL),3-Nov-10,0.001202099
ISE(TL),4-Nov-10,0.032986428
ISE(TL),5-Nov-10,-0.001781987
ISE(TL),8-Nov-10,0.002284926
ISE(TL),9-Nov-10,0.00845291
ISE(TL),10-Nov-10,-0.013824293
ISE(TL),11-Nov-10,-0.006769931
ISE(TL),12-Nov-10,-0.007617876
ISE(TL),15-Nov-10,0.006377468
ISE(TL),22-Nov-10,-0.030041874
ISE(TL),23-Nov-10,-0.023701804
ISE(TL),24-Nov-10,0.013406293
ISE(TL),25-Nov-10,-0.001218191
ISE(TL),26-Nov-10,-0.01502137
ISE(TL),29-Nov-10,-0.031880777
ISE(TL),30-Nov-10,0.019760499
ISE(TL),1-Dec-10,0.012248015
ISE(TL),2-Dec-10,0.011764491
ISE(TL),3-Dec-10,-0.001179229
ISE(TL),6-Dec-10,0.012661171
ISE(TL),7-Dec-10,0.002380343
ISE(TL),8-Dec-10,-0.002490964
ISE(TL),9-Dec-10,-0.026805079
ISE(TL),10-Dec-10,-0.017676197
ISE(TL),13-Dec-10,0.024729439
ISE(TL),14-Dec-10,0.001945517
ISE(TL),15-Dec-10,-0.015310023
ISE(TL),16-Dec-10,-0.016466636
ISE(TL),17-Dec-10,-0.014150672
ISE(TL),20-Dec-10,-0.000355833
ISE(TL),21-Dec-10,0.020543856
ISE(TL),22-Dec-10,0.00952841
ISE(TL),23-Dec-10,0.011830075
ISE(TL),24-Dec-10,0.000730038
ISE(TL),27-Dec-10,0.00134576
ISE(TL),28-Dec-10,0.001285406
ISE(TL),29-Dec-10,0.004171479
ISE(TL),30-Dec-10,0.001534651
ISE(TL),31-Dec-10,-0.012311844
ISE(TL),3-Jan-11,0.024002222
ISE(TL),4-Jan-11,0.009040201
ISE(TL),5-Jan-11,0.008859545
ISE(TL),6-Jan-11,0.006982356
ISE(TL),7-Jan-11,-0.007835122
ISE(TL),10-Jan-11,-0.013108757
ISE(TL),11-Jan-11,-0.003035482
ISE(TL),12-Jan-11,0.003760527
ISE(TL),13-Jan-11,0.009546783
ISE(TL),14-Jan-11,-0.010199048
ISE(TL),17-Jan-11,-0.015563411
ISE(TL),18-Jan-11,-0.006049411
ISE(TL),19-Jan-11,0.000520727
ISE(TL),20-Jan-11,-0.017835035
ISE(TL),21-Jan-11,0.00974406
ISE(TL),24-Jan-11,-0.011067076
ISE(TL),25-Jan-11,-0.00074888
ISE(TL),26-Jan-11,0.012326085
ISE(TL),27-Jan-11,-0.014082114
ISE(TL),28-Jan-11,-0.028498178
ISE(TL),31-Jan-11,0.001056216
ISE(TL),1-Feb-11,0.024115793
ISE(TL),2-Feb-11,0.007446755
ISE(TL),3-Feb-11,-0.02447813
ISE(TL),4-Feb-11,0.02450661
ISE(TL),7-Feb-11,-0.0061961
ISE(TL),8-Feb-11,0.005355587
ISE(TL),9-Feb-11,0.004822987
ISE(TL),10-Feb-11,-0.017664432
ISE(TL),11-Feb-11,0.004782286
ISE(TL),14-Feb-11,-0.002497928
ISE(TL),15-Feb-11,0.003606376
ISE(TL),16-Feb-11,0.008599056
ISE(TL),17-Feb-11,0.009310309
ISE(TL),18-Feb-11,0.000190969
ISE(TL),21-Feb-11,-0.013069043
ISE(TL),22-Feb-11,-0.007246324
ISE(USD),5-Jan-09,0.038376187
ISE(USD),6-Jan-09,0.031812743
ISE(USD),7-Jan-09,-0.026352966
ISE(USD),8-Jan-09,-0.084715902
ISE(USD),9-Jan-09,0.009658112
ISE(USD),12-Jan-09,-0.042361155
ISE(USD),13-Jan-09,-0.000272183
ISE(USD),14-Jan-09,-0.03555248
ISE(USD),15-Jan-09,-0.017267844
ISE(USD),16-Jan-09,0.032278032
ISE(USD),19-Jan-09,-0.044348781
ISE(USD),20-Jan-09,-0.029661366
ISE(USD),21-Jan-09,0.00152943
ISE(USD),22-Jan-09,0.005043164
ISE(USD),23-Jan-09,-0.010007954
ISE(USD),26-Jan-09,0.061708176
ISE(USD),27-Jan-09,0.01094866
ISE(USD),28-Jan-09,0.03587086
ISE(USD),29-Jan-09,-0.020271848
ISE(USD),30-Jan-09,-0.023458255
ISE(USD),2-Feb-09,-0.035607494
ISE(USD),3-Feb-09,0.022402818
ISE(USD),4-Feb-09,0.023230767
ISE(USD),5-Feb-09,-0.014571381
ISE(USD),6-Feb-09,0.042758926
ISE(USD),9-Feb-09,0.021467637
ISE(USD),10-Feb-09,-0.043906874
ISE(USD),11-Feb-09,-0.033893469
ISE(USD),12-Feb-09,-0.020825038
ISE(USD),13-Feb-09,0.009709195
ISE(USD),16-Feb-09,-0.024629091
ISE(USD),17-Feb-09,-0.050687495
ISE(USD),18-Feb-09,-0.012101138
ISE(USD),19-Feb-09,0.032923209
ISE(USD),20-Feb-09,-0.04977568
ISE(USD),23-Feb-09,0.029566248
ISE(USD),24-Feb-09,-0.004151655
ISE(USD),25-Feb-09,0.010197804
ISE(USD),26-Feb-09,-0.000812008
ISE(USD),27-Feb-09,-0.009518451
ISE(USD),2-Mar-09,-0.031323951
ISE(USD),3-Mar-09,0.004122949
ISE(USD),4-Mar-09,0.00272274
ISE(USD),5-Mar-09,-0.043381574
ISE(USD),6-Mar-09,-0.019234871
ISE(USD),9-Mar-09,-0.016436982
ISE(USD),10-Mar-09,0.021882653
ISE(USD),11-Mar-09,0.024432446
ISE(USD),12-Mar-09,0.002741911
ISE(USD),13-Mar-09,0.034066676
ISE(USD),16-Mar-09,0.005609476
ISE(USD),17-Mar-09,-0.013630133
ISE(USD),18-Mar-09,-0.000881369
ISE(USD),19-Mar-09,0.030888693
ISE(USD),20-Mar-09,-0.000951721
ISE(USD),23-Mar-09,0.051330657
ISE(USD),24-Mar-09,0.011893995
ISE(USD),25-Mar-09,0.014858013
ISE(USD),26-Mar-09,0.00054608
ISE(USD),27-Mar-09,0.006408036
ISE(USD),30-Mar-09,-0.040576634
ISE(USD),31-Mar-09,0.036216524
ISE(USD),1-Apr-09,0.019586989
ISE(USD),2-Apr-09,0.052522395
ISE(USD),3-Apr-09,0.010895898
ISE(USD),6-Apr-09,0.018613487
ISE(USD),7-Apr-09,-0.035028186
ISE(USD),8-Apr-09,0.046046123
ISE(USD),9-Apr-09,0.05155751
ISE(USD),10-Apr-09,0.014648571
ISE(USD),13-Apr-09,-0.018458136
ISE(USD),14-Apr-09,-0.009219812
ISE(USD),15-Apr-09,-0.007271922
ISE(USD),16-Apr-09,0.037113921
ISE(USD),17-Apr-09,-0.006440886
ISE(USD),20-Apr-09,-0.043561684
ISE(USD),21-Apr-09,-0.013976351
ISE(USD),22-Apr-09,0.017986713
ISE(USD),24-Apr-09,0.041463716
ISE(USD),27-Apr-09,-0.00776554
ISE(USD),28-Apr-09,-0.021244475
ISE(USD),29-Apr-09,0.073005406
ISE(USD),30-Apr-09,0.040498015
ISE(USD),4-May-09,0.015619342
ISE(USD),5-May-09,0.042492156
ISE(USD),6-May-09,0.015539992
ISE(USD),7-May-09,-0.01169267
ISE(USD),8-May-09,-0.005918252
ISE(USD),11-May-09,-0.018413175
ISE(USD),12-May-09,0.020467942
ISE(USD),13-May-09,-0.000703323
ISE(USD),14-May-09,-0.008364512
ISE(USD),15-May-09,0.019054811
ISE(USD),18-May-09,0.008294571
ISE(USD),20-May-09,0.06128487
ISE(USD),21-May-09,-0.012065934
ISE(USD),22-May-09,0.008559532
ISE(USD),25-May-09,0.002812079
ISE(USD),26-May-09,-0.022049112
ISE(USD),27-May-09,0.006089365
ISE(USD),28-May-09,-0.00946971
ISE(USD),29-May-09,0.01745131
ISE(USD),1-Jun-09,0.036775968
ISE(USD),2-Jun-09,-0.010423561
ISE(USD),3-Jun-09,-0.020392771
ISE(USD),4-Jun-09,-0.026503017
ISE(USD),5-Jun-09,0.014207147
ISE(USD),8-Jun-09,-0.043297074
ISE(USD),9-Jun-09,0.006670686
ISE(USD),10-Jun-09,0.02671333
ISE(USD),11-Jun-09,0.006414361
ISE(USD),12-Jun-09,0.008682443
ISE(USD),15-Jun-09,-0.010935365
ISE(USD),16-Jun-09,-0.004115531
ISE(USD),17-Jun-09,-0.002397706
ISE(USD),18-Jun-09,0.024440981
ISE(USD),19-Jun-09,0.009371344
ISE(USD),22-Jun-09,-0.014240564
ISE(USD),23-Jun-09,-0.024762184
ISE(USD),24-Jun-09,0.032322169
ISE(USD),25-Jun-09,0.020041017
